69.8,37.8199991,-122.4306684,37.8195205,-122.430351
70,37.8200235,-122.4306373,37.8195455,-122.4303202
70.2,37.8200483,-122.4306063,37.8195709,-122.4302896
70.4,37.8200732,-122.4305756,37.8195965,-122.4302596
70.6,37.8200981,-122.4305451,37.819622,-122.4302297
70.8,37.8201231,-122.4305147,37.8196476,-122.4301995
71,37.8201481,-122.4304843,37.8196729,-122.4301688
71.2,37.8201732,-122.4304536,37.8196982,-122.4301375
71.4,37.820198,-122.4304228,37.8197233,-122.430106
71.6,37.8202227,-122.4303919,37.8197482,-122.4300743
71.8,37.8202473,-122.4303609,37.819773,-122.4300425
72,37.8202719,-122.4303299,37.8197976,-122.4300104
72.2,37.8202965,-122.4302989,37.8198221,-122.4299779
72.4,37.8203212,-122.4302681,37.8198462,-122.4299453
72.6,37.8203458,-122.4302374,37.8198699,-122.4299123
72.8,37.8203706,-122.4302068,37.8198934,-122.4298788
73,37.8203951,-122.4301759,37.8199168,-122.4298452
73.2,37.8204197,-122.4301448,37.8199401,-122.4298108
73.4,37.820444,-122.4301138,37.8199633,-122.4297766
73.6,37.8204682,-122.4300827,37.8199863,-122.4297424
73.8,37.8204924,-122.4300519,37.8200094,-122.4297082
74,37.8205166,-122.4300209,37.8200321,-122.4296739
74.2,37.8205408,-122.42999,37.820055,-122.4296393
74.4,37.8205648,-122.4299592,37.8200775,-122.4296049
74.6,37.8205888,-122.4299287,37.8200999,-122.4295702
74.8,37.820613,-122.4298985,37.8201224,-122.4295358
75,37.8206375,-122.4298687,37.8201447,-122.4295017
75.2,37.8206624,-122.4298393,37.8201676,-122.429468
75.4,37.8206874,-122.4298102,37.8201904,-122.4294346
75.6,37.8207124,-122.4297813,37.8202137,-122.4294017
75.8,37.8207376,-122.4297525,37.8202374,-122.4293697
76,37.8207626,-122.4297237,37.8202609,-122.4293377
76.2,37.8207875,-122.4296945,37.8202846,-122.4293056
76.4,37.8208123,-122.4296652,37.8203079,-122.4292733
76.6,37.8208371,-122.4296361,37.8203313,-122.4292413
76.8,37.8208621,-122.4296072,37.8203552,-122.4292097
77,37.8208872,-122.4295786,37.8203799,-122.4291791
77.2,37.8209128,-122.42955,37.8204058,-122.4291497
77.4,37.8209383,-122.4295215,37.8204317,-122.429121
77.6,37.8209638,-122.4294928,37.8204574,-122.4290924
77.8,37.8209894,-122.4294642,37.820483,-122.4290633
78,37.8210151,-122.4294358,37.8205085,-122.4290342
78.2,37.8210412,-122.4294078,37.8205348,-122.4290052
78.4,37.821067,-122.4293803,37.820561,-122.4289765
78.6,37.8210928,-122.4293531,37.8205876,-122.4289484
78.8,37.8211183,-122.4293258,37.8206145,-122.4289212
79,37.8211434,-122.4292982,37.8206415,-122.4288944
79.2,37.8211684,-122.4292703,37.820669,-122.4288678
79.4,37.8211928,-122.429242,37.8206959,-122.4288406
79.6,37.821217,-122.4292136,37.8207223,-122.428813
79.8,37.8212408,-122.4291849,37.8207486,-122.4287848
80,37.8212647,-122.4291562,37.8207744,-122.428756
80.2,37.821289,-122.4291279,37.8208003,-122.4287268
80.4,37.8213134,-122.4291002,37.8208253,-122.4286968
80.6,37.821338,-122.4290732,37.8208497,-122.4286663
80.8,37.8213627,-122.4290467,37.8208735,-122.4286353
81,37.8213872,-122.4290202,37.8208967,-122.4286036
81.2,37.8214117,-122.4289937,37.8209201,-122.4285716
81.4,37.8214361,-122.4289673,37.8209429,-122.4285396
81.6,37.8214605,-122.4289411,37.8209658,-122.4285079
81.8,37.8214851,-122.4289151,37.8209893,-122.428477
82,37.8215099,-122.4288894,37.8210134,-122.428447
